lat, lon, alt, ozone, mq7, mq135_ppm, mq135_cor, bmp180_temp, bmp180_press, exectime
50.278932, 19.719714, 462.350000, 0.020000, 1355, 6411.356445, 6865.861816, 15.613056, 965.108671, 219.482109
50.278933, 19.719713, 462.120000, 0.020000, 1355, 6564.206543, 6785.600586, 15.525361, 964.906779, 220.482005
50.278932, 19.719714, 462.160000, 0.020000, 1355, 6564.206543, 6865.861816, 15.532109, 964.874997, 222.486120
50.278931, 19.719715, 462.190000, 0.020000, 1354, 6487.378418, 6706.179688, 15.619799, 965.164241, 223.488891
50.278931, 19.719715, 462.260000, 0.020000, 1354, 6641.850098, 6706.179688, 15.525361, 964.881300, 224.481712
50.278931, 19.719715, 462.290000, 0.020000, 1354, 6641.850098, 6865.861816, 15.613056, 965.075906, 225.482574
50.278931, 19.719715, 462.350000, 0.020000, 1355, 6487.378418, 6946.979004, 15.538856, 964.879612, 226.482609
50.278931, 19.719716, 462.390000, 0.020000, 1355, 6564.206543, 6865.861816, 15.626542, 965.066902, 227.484704
50.278930, 19.719716, 462.450000, 0.020000, 1354, 6641.850098, 6865.861816, 15.633284, 965.137032, 228.484436
50.278930, 19.719717, 462.550000, 0.020000, 1354, 6564.206543, 6785.600586, 15.552350, 964.859717, 231.482246
50.278930, 19.719717, 462.550000, 0.020000, 1355, 6564.206543, 6865.861816, 15.646768, 965.168069, 232.481485
50.278930, 19.719718, 462.540000, 0.020000, 1355, 6487.378418, 6946.979004, 15.565843, 964.952660, 234.482409
50.278930, 19.719718, 462.570000, 0.020000, 1354, 6487.378418, 6706.179688, 15.565843, 964.930819, 235.480343
50.278929, 19.719718, 462.590000, 0.020000, 1354, 6641.850098, 6865.861816, 15.559097, 964.827925, 236.482193
50.278929, 19.719719, 462.570000, 0.020000, 1354, 6641.850098, 6785.600586, 15.653509, 965.092564, 237.491918
50.278929, 19.719718, 462.570000, 0.020000, 1353, 6487.378418, 6865.861816, 15.592824, 964.963806, 238.491686
50.278929, 19.719719, 462.560000, 0.020000, 1354, 6564.206543, 6706.179688, 15.660250, 965.111719, 239.485715
50.278929, 19.719719, 462.550000, 0.020000, 1354, 6411.356445, 6785.600586, 15.660250, 965.078951, 240.481792
50.278929, 19.719719, 462.560000, 0.020000, 1354, 6487.378418, 6706.179688, 15.680471, 965.150975, 241.481672
50.278929, 19.719719, 462.560000, 0.020000, 1353, 6564.206543, 6706.179688, 15.680471, 965.136410, 242.481948
50.278929, 19.719719, 462.590000, 0.020000, 1353, 6487.378418, 6706.179688, 15.680471, 965.103640, 243.480811
50.278929, 19.719719, 462.580000, 0.020000, 1353, 6564.206543, 6706.179688, 15.646768, 965.011513, 244.494208
50.278929, 19.719719, 462.570000, 0.020000, 1353, 6564.206543, 6706.179688, 15.666991, 965.050772, 245.480794
50.278929, 19.719719, 462.520000, 0.020000, 1353, 6336.135254, 6706.179688, 15.606312, 964.907481, 246.480960
50.278929, 19.719719, 462.480000, 0.020000, 1353, 6487.378418, 6706.179688, 15.687211, 965.111867, 247.480859
50.278929, 19.719719, 462.470000, 0.020000, 1353, 6411.356445, 6706.179688, 15.599568, 964.866476, 248.481607
50.278929, 19.719719, 462.460000, 0.020000, 1352, 6487.378418, 6785.600586, 15.606312, 964.896559, 249.479775
50.278929, 19.719719, 462.430000, 0.020000, 1353, 6411.356445, 6706.179688, 15.613056, 964.897518, 250.498695
50.278929, 19.719719, 462.460000, 0.020000, 1353, 6564.206543, 6627.595215, 15.613056, 964.839269, 251.479459
50.278929, 19.719719, 462.450000, 0.020000, 1352, 6487.378418, 6627.595215, 15.653509, 964.961491, 252.491868
50.278929, 19.719719, 462.460000, 0.020000, 1353, 6411.356445, 6706.179688, 15.673731, 964.986180, 253.478456
50.278929, 19.719719, 462.460000, 0.020000, 1352, 6336.135254, 6706.179688, 15.727640, 965.121147, 254.480682
50.278929, 19.719719, 462.450000, 0.020000, 1352, 6336.135254, 6706.179688, 15.727640, 965.135713, 255.502636
50.278929, 19.719720, 462.450000, 0.020000, 1352, 6411.356445, 6706.179688, 15.633284, 964.842132, 256.491077
50.278930, 19.719720, 462.480000, 0.020000, 1352, 6411.356445, 6549.836426, 15.633284, 964.809366, 257.478080
50.278930, 19.719720, 462.520000, 0.020000, 1352, 6411.356445, 6706.179688, 15.646768, 964.924133, 258.480084
50.278930, 19.719720, 462.510000, 0.021000, 1351, 6411.356445, 6627.595215, 15.640026, 964.883133, 259.482464
50.278930, 19.719720, 462.500000, 0.021000, 1352, 6487.378418, 6706.179688, 15.646768, 964.796703, 260.481639
50.278930, 19.719720, 462.480000, 0.022000, 1351, 6487.378418, 6706.179688, 15.646768, 964.807626, 261.480914
